disc_year,disc_facility,pl_name,pl_rade,pl_bmasse,hostname,sy_pnum,sy_snum
2013,Spitzer,TRAPPIST-476e,2.78,47.39,TRAPPIST-476,5,1
2014,Ground,TOI-963b,4.82,1.86,TOI-963,3,1
2017,James Webb,LHS-941e,3.92,43.65,LHS-941,1,1
2012,James Webb,LHS-780c,3.46,22.98,LHS-780,5,2
2012,Hubble,WASP-138e,0.62,39.92,WASP-138,6,2
2010,Ground,TOI-966e,4.95,18.17,TOI-966,7,2
2010,Kepler,TRAPPIST-713f,0.62,38.45,TRAPPIST-713,2,2
2010,TESS,LHS-1d,0.82,8.12,LHS-1,4,1
2015,James Webb,TRAPPIST-453d,3.53,45.59,TRAPPIST-453,1,1
2018,Kepler,TOI-672f,1.35,46.36,TOI-672,4,2
2013,Kepler,Kepler-927e,1.68,8.32,Kepler-927,3,1
2010,Spitzer,Kepler-84f,3.62,18.45,Kepler-84,5,2
2014,Hubble,TRAPPIST-401c,2.11,21.56,TRAPPIST-401,2,1
2018,TESS,WASP-827b,3.17,9.45,WASP-827,2,2
2020,Ground,HD-2c,2.68,26.95,HD-2,8,2
2011,James Webb,HD-487b,2.02,35.06,HD-487,8,1
2024,Kepler,TOI-722f,0.55,49.38,TOI-722,3,2
2020,Ground,TOI-478f,0.94,38.04,TOI-478,7,2
2020,James Webb,TOI-569b,1.21,7.38,TOI-569,4,1
2021,TESS,HD-678b,3.89,0.32,HD-678,2,2
2013,Ground,TRAPPIST-866f,0.77,22.03,TRAPPIST-866,3,1
2013,TESS,HD-622c,3.47,40.89,HD-622,5,2
2022,Spitzer,HD-522c,2.07,11.3,HD-522,8,2
2016,Ground,Kepler-534c,4.06,32.2,Kepler-534,5,1
2013,Spitzer,TOI-797e,1.24,31.51,TOI-797,8,2
2018,James Webb,WASP-654e,2.84,12.22,WASP-654,7,2
2011,James Webb,TRAPPIST-757d,2.76,5.04,TRAPPIST-757,8,1
2017,Ground,TOI-798d,3.36,14.22,TOI-798,4,2
2013,Ground,WASP-372f,1.09,17.73,WASP-372,5,2
2019,Spitzer,TRAPPIST-628b,4.67,25.95,TRAPPIST-628,1,2
2013,Hubble,TOI-70e,4.59,16.55,TOI-70,7,1
2014,James Webb,TRAPPIST-910e,1.12,37.67,TRAPPIST-910,4,1
2022,Kepler,LHS-881c,2.01,35.2,LHS-881,6,1
2016,Hubble,LHS-697d,3.65,31.16,LHS-697,6,1
2020,TESS,Kepler-820b,4.98,19.02,Kepler-820,3,1
2013,Ground,HD-478f,2.11,2.98,HD-478,1,1
2018,TESS,Kepler-886e,1.64,40.1,Kepler-886,6,2
2019,Kepler,WASP-283f,4.77,11.76,WASP-283,4,2
2020,Hubble,TRAPPIST-532d,3.77,42.72,TRAPPIST-532,1,1
2020,Ground,TOI-720b,4.17,4.64,TOI-720,5,2
2013,Spitzer,HD-424e,2.03,6.71,HD-424,2,2
2014,Ground,Kepler-882b,2.35,20.53,Kepler-882,1,2
2014,Hubble,TOI-174d,3.57,22.24,TOI-174,8,1
2014,Ground,LHS-438b,2.95,42.93,LHS-438,8,2
2024,Spitzer,HD-661d,3.28,5.67,HD-661,5,2
2012,TESS,Kepler-139b,1.66,15.72,Kepler-139,7,1
2013,Kepler,TOI-738b,3.33,30.25,TOI-738,2,2
2014,Hubble,Kepler-517f,1.2,45.75,Kepler-517,2,2
2012,Kepler,HD-122f,4.25,7.55,HD-122,1,1
2012,Ground,WASP-368b,3.83,27.95,WASP-368,4,1
2015,Hubble,WASP-360b,3.03,6.16,WASP-360,5,2
2013,Kepler,WASP-523b,1.82,14.37,WASP-523,8,2
2014,Hubble,TOI-648d,0.7,6.37,TOI-648,6,2
2013,Hubble,HD-695f,4.23,35.34,HD-695,5,2
2020,Spitzer,TOI-654c,3.96,37.46,TOI-654,7,1
2016,Ground,WASP-168d,2.24,34.43,WASP-168,5,1
2021,TESS,WASP-8d,3.61,2.75,WASP-8,4,2
2013,TESS,Kepler-362e,3.89,10.46,Kepler-362,2,1
2022,Hubble,TRAPPIST-439f,1.67,47.3,TRAPPIST-439,5,1
2022,James Webb,WASP-219d,1.69,0.62,WASP-219,7,2
2024,Hubble,LHS-370b,0.76,26.28,LHS-370,8,1
2015,Kepler,LHS-138b,2.08,0.45,LHS-138,2,2
2013,Spitzer,LHS-228f,1.72,32.3,LHS-228,5,1
2010,Spitzer,HD-350f,1.95,40.4,HD-350,2,2
2013,James Webb,WASP-559c,2.37,14.14,WASP-559,2,2
2018,Spitzer,HD-474d,0.96,31.69,HD-474,1,1
2019,Hubble,Kepler-899e,1.07,8.48,Kepler-899,4,1
2023,James Webb,Kepler-327c,1.65,17.02,Kepler-327,1,2
2011,Ground,WASP-549f,2.73,22.12,WASP-549,7,1
2013,Spitzer,HD-646b,4.81,21.02,HD-646,1,1
2014,Kepler,TOI-263e,1.33,39.6,TOI-263,1,1
2010,TESS,LHS-966d,4.5,44.77,LHS-966,2,1
2023,Spitzer,WASP-829d,4.18,20.27,WASP-829,3,2
2011,Spitzer,WASP-231c,2.55,2.42,WASP-231,8,1
2020,Ground,TRAPPIST-331f,4.84,41.82,TRAPPIST-331,6,1
2013,Kepler,HD-275b,1.01,24.31,HD-275,1,1
2021,TESS,WASP-41d,0.73,13.06,WASP-41,4,2
2021,Spitzer,TRAPPIST-23d,3.86,48.95,TRAPPIST-23,5,2
2023,Ground,WASP-657f,0.62,0.69,WASP-657,8,1
2011,James Webb,WASP-427f,4.44,14.31,WASP-427,8,1
2018,Ground,Kepler-557c,4.94,43.63,Kepler-557,3,1
2020,Ground,WASP-250f,1.83,2.96,WASP-250,1,2
2019,TESS,HD-742b,3.16,48.55,HD-742,6,2
2012,Spitzer,Kepler-163d,2.07,22.63,Kepler-163,6,2
2024,Ground,WASP-656b,0.68,17.74,WASP-656,4,1
2024,Kepler,TRAPPIST-659c,1.14,23.66,TRAPPIST-659,8,2
2016,Hubble,TRAPPIST-628d,0.77,12.58,TRAPPIST-628,8,2
2022,Ground,Kepler-197c,3.33,10.26,Kepler-197,6,2
2020,James Webb,WASP-458b,3.1,28.44,WASP-458,1,2
2020,Ground,WASP-20d,0.89,30.53,WASP-20,8,1
2013,Kepler,TOI-656f,1.04,44.22,TOI-656,7,1
2014,Kepler,TOI-394d,3.83,22.33,TOI-394,8,1
2015,TESS,WASP-333e,1.63,7.76,WASP-333,2,2
2021,Spitzer,Kepler-793e,4.93,24.25,Kepler-793,3,2
2013,James Webb,TOI-656d,0.87,0.91,TOI-656,4,1
2011,Kepler,TOI-767c,2.59,32.22,TOI-767,3,2
2011,Ground,LHS-222d,4.96,20.74,LHS-222,7,2
2019,TESS,HD-535c,3.36,40.54,HD-535,1,1
2014,TESS,Kepler-486b,0.76,37.97,Kepler-486,3,2
2016,TESS,LHS-949b,2.41,4.93,LHS-949,2,2
2020,James Webb,TRAPPIST-673f,2.18,1.71,TRAPPIST-673,2,1
2021,James Webb,TOI-575b,2.7,47.22,TOI-575,8,1
2016,James Webb,LHS-104c,2.21,3.27,LHS-104,6,1
2012,Ground,TOI-456b,2.62,22.26,TOI-456,1,2
2019,Kepler,HD-710c,1.26,48.66,HD-710,5,1
2021,Ground,HD-9e,1.34,35.6,HD-9,1,2
2010,Hubble,LHS-517c,2.02,45.03,LHS-517,8,2
2016,Ground,WASP-315d,4.66,15.2,WASP-315,3,1
2016,Spitzer,TOI-989e,3.01,41.98,TOI-989,1,2
2019,Spitzer,LHS-697b,1.37,40.55,LHS-697,7,1
2021,Spitzer,HD-637d,1.0,40.69,HD-637,1,1
2010,Ground,HD-512b,2.7,15.71,HD-512,6,1
2018,Spitzer,LHS-27f,0.59,42.94,LHS-27,8,1
2024,Ground,HD-779b,4.34,43.68,HD-779,4,1
2021,James Webb,TRAPPIST-174e,2.42,18.51,TRAPPIST-174,6,1
2021,Spitzer,TRAPPIST-401d,4.55,9.86,TRAPPIST-401,8,1
2018,Spitzer,TRAPPIST-20d,1.45,2.09,TRAPPIST-20,6,2
2022,James Webb,TRAPPIST-338b,2.73,24.99,TRAPPIST-338,6,2
2019,Ground,Kepler-318f,4.5,34.81,Kepler-318,6,1
2011,James Webb,HD-849b,0.78,47.39,HD-849,2,1
2018,Spitzer,TOI-445c,1.68,3.58,TOI-445,1,1
2019,Ground,TRAPPIST-783d,2.01,15.75,TRAPPIST-783,8,2
2021,Kepler,Kepler-878b,4.79,10.61,Kepler-878,8,2
2012,Spitzer,TRAPPIST-363d,4.36,39.77,TRAPPIST-363,1,2
2023,Hubble,TOI-749e,0.55,1.52,TOI-749,7,2
2024,TESS,HD-803c,1.03,29.83,HD-803,7,2
2023,Kepler,TRAPPIST-962f,0.92,41.14,TRAPPIST-962,2,2
2018,Ground,HD-437d,1.65,14.45,HD-437,8,1
2012,Ground,Kepler-981c,2.17,35.42,Kepler-981,6,2
2021,Ground,LHS-306d,4.31,23.34,LHS-306,5,2
2014,Ground,TRAPPIST-881f,0.78,14.33,TRAPPIST-881,3,1
2020,Ground,WASP-629f,3.73,2.31,WASP-629,8,2
2023,Kepler,Kepler-746c,1.43,12.03,Kepler-746,8,2
2014,Kepler,Kepler-845b,1.83,35.38,Kepler-845,7,2
2017,Spitzer,TRAPPIST-890e,2.31,31.83,TRAPPIST-890,3,1
2015,James Webb,HD-995d,2.76,19.56,HD-995,6,2
2011,James Webb,WASP-200b,1.41,39.53,WASP-200,3,1
2011,Ground,TRAPPIST-880f,3.09,38.18,TRAPPIST-880,6,2
2018,Spitzer,TRAPPIST-56b,0.83,25.01,TRAPPIST-56,3,1
2013,Spitzer,LHS-561b,3.79,32.19,LHS-561,2,1
2020,Spitzer,TOI-110f,1.87,36.33,TOI-110,4,1
2014,James Webb,HD-859c,4.55,22.1,HD-859,5,2
2021,Hubble,TRAPPIST-746d,0.65,33.91,TRAPPIST-746,7,2
2015,Ground,WASP-213b,3.04,27.81,WASP-213,1,2
2010,Kepler,WASP-892b,2.05,23.32,WASP-892,2,1
2021,Ground,WASP-276e,4.64,16.47,WASP-276,8,2
2017,Hubble,TOI-755b,0.6,24.88,TOI-755,7,1
2015,Spitzer,LHS-624f,4.22,17.88,LHS-624,1,1
2011,James Webb,TOI-551b,3.5,19.06,TOI-551,3,1
2018,Kepler,HD-41d,4.05,37.53,HD-41,7,2
2023,James Webb,HD-445f,2.98,43.65,HD-445,2,1
2015,Hubble,TRAPPIST-629b,3.37,4.14,TRAPPIST-629,1,2
2019,Ground,TRAPPIST-900c,5.0,43.16,TRAPPIST-900,6,1
2023,Hubble,HD-655d,2.91,1.13,HD-655,7,2
2018,Kepler,LHS-806f,4.39,12.67,LHS-806,8,1
2020,James Webb,TRAPPIST-189f,0.9,1.17,TRAPPIST-189,4,2
2019,Spitzer,Kepler-888f,0.63,29.19,Kepler-888,5,1
2024,Hubble,TRAPPIST-891d,3.67,21.99,TRAPPIST-891,5,2
2017,James Webb,Kepler-181d,2.63,0.97,Kepler-181,5,1
2010,Kepler,LHS-168b,1.88,3.44,LHS-168,2,1
2016,TESS,LHS-200c,3.38,1.85,LHS-200,6,2
2020,Spitzer,TOI-989e,3.08,45.26,TOI-989,1,2
2010,Kepler,TRAPPIST-933e,4.79,8.73,TRAPPIST-933,7,1
2018,Ground,TRAPPIST-623e,1.26,15.85,TRAPPIST-623,8,2
2011,Spitzer,TRAPPIST-622d,1.04,49.43,TRAPPIST-622,7,1
2019,Hubble,HD-152d,2.88,4.64,HD-152,2,2
2012,Ground,Kepler-490d,2.22,46.65,Kepler-490,3,2
2023,Kepler,TRAPPIST-634c,1.48,6.03,TRAPPIST-634,5,2
2015,Ground,LHS-171d,3.69,18.06,LHS-171,4,2
2017,Hubble,TRAPPIST-921e,4.93,17.11,TRAPPIST-921,8,2
2019,Spitzer,LHS-185f,1.42,12.33,LHS-185,1,1
2024,Spitzer,HD-886f,0.89,42.67,HD-886,1,1
2018,Spitzer,LHS-788f,4.55,38.62,LHS-788,6,2
2014,TESS,WASP-521b,3.8,7.82,WASP-521,1,1
2018,Ground,TOI-691e,3.7,33.42,TOI-691,2,1
2017,Hubble,TOI-718c,1.36,24.91,TOI-718,5,1
2024,Kepler,TOI-383e,3.68,36.46,TOI-383,7,2
2019,TESS,TRAPPIST-639d,4.75,24.02,TRAPPIST-639,8,2
2016,TESS,HD-308e,1.88,36.91,HD-308,2,2
2019,Spitzer,LHS-346c,1.98,46.27,LHS-346,8,1
2013,Ground,WASP-663d,1.65,18.54,WASP-663,7,2
2015,Hubble,WASP-854b,0.62,29.22,WASP-854,7,1
2017,TESS,TOI-458d,1.79,1.13,TOI-458,6,2
2018,Ground,LHS-871b,2.95,7.22,LHS-871,1,2
2012,Spitzer,TRAPPIST-258d,2.35,1.41,TRAPPIST-258,7,1
2010,Kepler,Kepler-757f,2.76,35.08,Kepler-757,8,2
2010,Ground,TRAPPIST-85f,1.66,4.64,TRAPPIST-85,2,1
2014,Hubble,Kepler-637e,1.26,36.5,Kepler-637,3,1
2015,Spitzer,TOI-302f,2.85,41.06,TOI-302,7,1
2022,Hubble,WASP-500b,4.02,22.1,WASP-500,2,2
2013,TESS,TRAPPIST-873e,4.79,42.17,TRAPPIST-873,3,1
2024,James Webb,TRAPPIST-685e,4.24,25.74,TRAPPIST-685,8,1
2019,James Webb,WASP-803e,4.84,38.58,WASP-803,6,1
2015,Hubble,Kepler-190e,2.76,24.57,Kepler-190,7,2
2012,Kepler,LHS-220b,2.14,9.65,LHS-220,4,2
2019,James Webb,HD-499c,1.26,40.59,HD-499,8,1
2018,TESS,Kepler-257e,1.31,16.5,Kepler-257,7,2
2016,James Webb,LHS-393e,0.82,22.07,LHS-393,3,1
2019,James Webb,TRAPPIST-63d,3.01,33.97,TRAPPIST-63,8,2
2018,Kepler,TRAPPIST-302d,1.72,3.3,TRAPPIST-302,7,1
2017,James Webb,TOI-801f,3.95,42.87,TOI-801,4,1
2014,Kepler,TOI-486b,4.52,31.5,TOI-486,2,1
2021,Spitzer,Kepler-719c,0.51,17.93,Kepler-719,7,1
2015,James Webb,TOI-341d,1.68,36.99,TOI-341,6,1
2020,Kepler,LHS-44d,2.25,16.13,LHS-44,4,1
2012,Ground,Kepler-88c,4.47,26.47,Kepler-88,5,1
2023,Ground,HD-484d,4.07,46.78,HD-484,2,1
2020,James Webb,TOI-488c,1.02,8.2,TOI-488,6,2
2011,James Webb,Kepler-987f,2.05,23.78,Kepler-987,6,2
2022,Spitzer,Kepler-2f,4.31,5.95,Kepler-2,2,1
2019,Kepler,LHS-740f,4.0,36.15,LHS-740,6,2
2018,TESS,HD-431c,0.64,35.12,HD-431,4,2
2010,Kepler,LHS-351d,4.15,42.07,LHS-351,1,1
2016,Ground,LHS-762f,3.37,34.95,LHS-762,7,2
2024,Hubble,LHS-902b,1.5,23.3,LHS-902,4,2
2012,Hubble,TRAPPIST-364e,1.23,28.55,TRAPPIST-364,5,1
2023,Spitzer,Kepler-511e,3.88,10.15,Kepler-511,1,1
2017,TESS,TRAPPIST-16b,3.36,11.46,TRAPPIST-16,5,1
2023,TESS,LHS-415b,0.9,30.95,LHS-415,7,2
2015,Kepler,Kepler-42f,2.52,12.72,Kepler-42,6,2
2020,Ground,LHS-103c,1.26,35.21,LHS-103,8,1
2015,Hubble,WASP-530c,0.97,7.82,WASP-530,4,2
2015,Hubble,HD-983f,4.73,17.3,HD-983,8,2
2017,James Webb,TRAPPIST-532e,2.41,2.42,TRAPPIST-532,1,1
2021,Spitzer,WASP-770b,0.96,4.49,WASP-770,8,1
2016,Spitzer,TOI-400d,1.79,23.84,TOI-400,1,1
2016,Spitzer,TOI-937e,3.14,36.71,TOI-937,5,1
2016,Kepler,Kepler-4c,4.86,19.42,Kepler-4,2,2
2017,Hubble,LHS-591c,3.75,27.85,LHS-591,6,2
2015,Kepler,WASP-520f,4.98,21.77,WASP-520,7,2
2023,TESS,WASP-15f,0.78,3.21,WASP-15,2,2
2022,James Webb,LHS-547d,4.22,37.58,LHS-547,7,2
2023,Ground,TRAPPIST-157d,4.24,12.69,TRAPPIST-157,5,2
2011,Spitzer,TRAPPIST-149b,3.07,0.85,TRAPPIST-149,8,2
2020,TESS,TRAPPIST-941f,0.75,19.65,TRAPPIST-941,5,1
2022,Ground,TOI-387c,3.4,41.36,TOI-387,6,2
2011,Hubble,Kepler-798c,1.53,1.99,Kepler-798,8,1
2023,Kepler,TRAPPIST-922e,1.67,22.38,TRAPPIST-922,6,2
2016,TESS,WASP-203b,4.28,38.78,WASP-203,4,1
2024,Kepler,TOI-342e,3.39,12.58,TOI-342,1,1
2023,James Webb,TOI-579f,4.96,5.66,TOI-579,2,1
2017,Kepler,HD-225d,0.73,6.16,HD-225,2,2
2015,Ground,HD-777e,2.1,20.07,HD-777,7,2
2020,Ground,LHS-42f,4.48,6.29,LHS-42,3,2
2024,TESS,TOI-949d,2.79,33.53,TOI-949,6,2
2011,Spitzer,LHS-960b,3.63,27.52,LHS-960,4,1
2023,James Webb,LHS-263b,2.54,12.07,LHS-263,7,2
2022,Hubble,TRAPPIST-335e,4.03,41.26,TRAPPIST-335,6,1
2019,Hubble,TOI-505f,4.0,48.0,TOI-505,8,2
2022,Spitzer,TOI-558c,3.35,19.23,TOI-558,7,1
2016,Spitzer,Kepler-416c,3.47,9.72,Kepler-416,8,1
2020,Ground,HD-209f,3.16,36.57,HD-209,1,2
2024,Kepler,WASP-814c,1.52,43.33,WASP-814,5,2
2024,TESS,WASP-439f,3.61,0.73,WASP-439,1,2
2018,TESS,Kepler-798b,3.42,35.96,Kepler-798,3,1
2011,Ground,LHS-661b,3.61,44.21,LHS-661,8,1
2011,TESS,Kepler-968c,3.03,17.91,Kepler-968,8,2
2021,James Webb,TRAPPIST-840f,3.2,49.4,TRAPPIST-840,1,2
2024,Kepler,WASP-657c,4.57,7.42,WASP-657,1,2
2018,Ground,HD-672b,2.04,37.18,HD-672,5,2
2023,Hubble,HD-477c,3.88,11.85,HD-477,6,2
2011,TESS,LHS-237b,1.02,44.46,LHS-237,6,1
2017,Ground,HD-305c,2.5,20.47,HD-305,5,2
2018,TESS,LHS-496d,3.04,8.05,LHS-496,8,1
2012,Ground,WASP-357f,3.66,36.48,WASP-357,5,2
2018,Hubble,LHS-3c,2.58,33.15,LHS-3,6,2
2016,TESS,WASP-765f,2.44,34.96,WASP-765,2,1
2019,TESS,WASP-693d,4.33,24.36,WASP-693,1,1
2017,TESS,TRAPPIST-165e,3.63,25.94,TRAPPIST-165,3,2
2015,Hubble,TRAPPIST-473e,1.12,22.19,TRAPPIST-473,2,1
2016,Spitzer,LHS-332d,2.98,34.89,LHS-332,5,2
2019,Ground,WASP-965f,3.47,18.85,WASP-965,6,2
2012,Spitzer,TRAPPIST-885c,2.82,30.68,TRAPPIST-885,2,1
2013,Ground,Kepler-583d,1.03,31.73,Kepler-583,2,1
2018,TESS,HD-146b,4.12,37.1,HD-146,1,1
2016,Kepler,Kepler-930d,2.63,49.28,Kepler-930,6,1
2010,Ground,TOI-897c,3.02,38.1,TOI-897,2,1
2023,TESS,TRAPPIST-327f,4.35,27.89,TRAPPIST-327,8,2
2024,James Webb,WASP-468b,1.42,1.07,WASP-468,1,2
2024,James Webb,HD-593e,2.26,37.43,HD-593,2,2
2022,Kepler,WASP-201f,2.34,22.6,WASP-201,7,2
2022,James Webb,Kepler-177c,1.24,26.66,Kepler-177,3,1
2017,TESS,Kepler-194d,4.41,16.52,Kepler-194,1,1
2019,TESS,LHS-658e,4.76,46.83,LHS-658,8,2
2022,TESS,WASP-412c,0.55,16.6,WASP-412,4,1
2019,TESS,TOI-846d,4.42,16.03,TOI-846,8,2
2022,Spitzer,HD-796c,2.71,4.27,HD-796,5,1
2012,Ground,TOI-152f,3.98,23.43,TOI-152,5,1
2011,Hubble,TOI-641e,2.15,12.24,TOI-641,4,1
2011,TESS,TRAPPIST-717d,3.7,35.37,TRAPPIST-717,7,2
2010,James Webb,TOI-762d,4.89,27.3,TOI-762,6,1
2022,TESS,TOI-919b,3.48,19.33,TOI-919,1,2
2013,Ground,LHS-503b,0.74,15.71,LHS-503,7,1
2020,Kepler,Kepler-190b,2.02,28.59,Kepler-190,5,2
2021,Hubble,Kepler-9e,1.67,37.32,Kepler-9,1,2
2019,Spitzer,HD-758f,2.74,30.54,HD-758,4,2
2023,TESS,HD-766c,3.45,15.88,HD-766,7,2
2010,Ground,HD-539e,2.62,45.93,HD-539,6,2
2014,Ground,HD-622b,4.45,22.32,HD-622,5,2
2012,James Webb,Kepler-161b,1.74,5.78,Kepler-161,2,2
2014,Kepler,Kepler-279f,1.95,40.2,Kepler-279,8,2
2015,James Webb,Kepler-315f,4.07,41.98,Kepler-315,6,1
2014,TESS,LHS-399d,4.76,6.69,LHS-399,1,2
2013,Spitzer,TRAPPIST-806d,3.88,28.57,TRAPPIST-806,5,1
2012,Ground,TRAPPIST-681d,3.34,1.96,TRAPPIST-681,6,1
2012,TESS,TOI-586d,1.13,34.73,TOI-586,7,2
2019,Hubble,Kepler-924c,3.01,46.7,Kepler-924,2,1
2016,James Webb,TRAPPIST-325d,2.82,7.25,TRAPPIST-325,3,1
2015,Ground,LHS-663d,2.13,39.11,LHS-663,7,1
2014,Kepler,WASP-646b,1.56,34.69,WASP-646,2,2
2011,Spitzer,TRAPPIST-252f,1.46,49.46,TRAPPIST-252,2,2
2013,James Webb,LHS-948f,3.36,0.84,LHS-948,3,1
2014,Kepler,HD-948f,1.12,8.37,HD-948,6,2
2022,TESS,WASP-187e,1.58,29.8,WASP-187,3,2
2021,Ground,Kepler-795f,2.32,27.84,Kepler-795,3,2
2014,Hubble,HD-883c,1.51,28.96,HD-883,6,1
2020,Spitzer,WASP-530e,1.63,48.84,WASP-530,6,2
2013,TESS,TRAPPIST-178d,3.41,42.93,TRAPPIST-178,1,1
2014,Hubble,Kepler-133e,4.8,13.06,Kepler-133,6,2
2013,Spitzer,HD-656f,3.54,2.55,HD-656,3,1
2023,Spitzer,HD-447f,2.68,12.23,HD-447,2,1
2020,Spitzer,Kepler-642e,2.26,21.11,Kepler-642,5,2
2013,James Webb,LHS-427b,1.92,38.38,LHS-427,4,1
2020,TESS,LHS-929c,4.53,0.42,LHS-929,6,1
2017,TESS,HD-355d,4.76,24.31,HD-355,5,2
2021,Hubble,WASP-620e,4.78,47.79,WASP-620,1,1
2020,Hubble,HD-4c,4.23,10.61,HD-4,3,2
2019,Hubble,LHS-162f,4.26,39.67,LHS-162,8,2
2012,Spitzer,TRAPPIST-597b,2.52,11.94,TRAPPIST-597,4,2
2019,Hubble,Kepler-419f,3.51,46.87,Kepler-419,3,2
2010,Ground,HD-458d,2.63,22.51,HD-458,2,2
2022,Kepler,HD-903f,4.88,23.9,HD-903,8,2
2024,Spitzer,LHS-613d,3.97,31.82,LHS-613,7,1
2011,Ground,TRAPPIST-998c,3.66,18.98,TRAPPIST-998,7,1
2018,Ground,TRAPPIST-385c,2.26,30.35,TRAPPIST-385,4,2
2011,James Webb,TRAPPIST-392d,1.49,6.52,TRAPPIST-392,2,2
2018,Kepler,TOI-166f,4.8,6.16,TOI-166,4,1
2021,Spitzer,TRAPPIST-78b,2.57,11.05,TRAPPIST-78,6,1
2024,Spitzer,HD-368b,1.59,3.61,HD-368,4,1
2024,Ground,TRAPPIST-73e,1.41,8.67,TRAPPIST-73,6,2
2018,Hubble,WASP-839e,2.15,22.47,WASP-839,5,1
2020,Spitzer,LHS-974b,3.44,48.11,LHS-974,1,2
2020,Kepler,Kepler-490f,3.04,18.11,Kepler-490,4,2
2010,Spitzer,TRAPPIST-516f,4.03,41.75,TRAPPIST-516,8,1
2021,TESS,LHS-469b,1.53,45.67,LHS-469,7,2
2016,James Webb,Kepler-215e,4.21,38.45,Kepler-215,6,2
2020,Spitzer,HD-65c,1.49,16.69,HD-65,4,1
2016,Ground,Kepler-389c,2.49,36.18,Kepler-389,1,2
2015,Spitzer,LHS-469c,3.03,39.01,LHS-469,3,2
2014,James Webb,TOI-947c,2.19,9.93,TOI-947,3,1
2013,James Webb,LHS-752f,4.55,49.07,LHS-752,5,1
2018,Hubble,HD-55d,2.75,8.51,HD-55,1,1
2012,James Webb,Kepler-842d,2.83,45.53,Kepler-842,7,2
2011,Hubble,TOI-849c,2.5,1.13,TOI-849,3,2
2013,Hubble,TOI-71c,2.77,27.44,TOI-71,3,1
2022,Spitzer,TRAPPIST-949b,3.76,44.64,TRAPPIST-949,6,2
2020,Spitzer,Kepler-291f,0.84,29.15,Kepler-291,7,2
2012,Ground,WASP-774b,4.2,16.13,WASP-774,1,1
2015,James Webb,Kepler-66e,4.85,40.05,Kepler-66,5,2
2016,Hubble,TOI-607e,4.06,33.64,TOI-607,1,2
2014,Ground,LHS-179f,4.16,38.25,LHS-179,8,2
2020,Spitzer,TOI-503c,4.25,8.25,TOI-503,3,2
2010,Hubble,WASP-613e,2.62,32.13,WASP-613,7,1
2023,Hubble,TRAPPIST-991c,2.53,19.11,TRAPPIST-991,6,2
2010,James Webb,TRAPPIST-854b,3.69,48.12,TRAPPIST-854,1,2
2014,Kepler,TRAPPIST-770c,1.31,3.24,TRAPPIST-770,7,1
2013,Kepler,TRAPPIST-270d,3.7,35.49,TRAPPIST-270,2,1
2024,TESS,TRAPPIST-712f,3.53,34.33,TRAPPIST-712,3,1
2013,Hubble,TOI-249d,2.52,4.56,TOI-249,8,1
2021,Spitzer,TRAPPIST-637b,3.73,7.55,TRAPPIST-637,3,2
2024,Hubble,TOI-140e,4.78,12.34,TOI-140,5,1
2013,Kepler,LHS-319e,4.98,23.54,LHS-319,5,1
2015,TESS,Kepler-68e,3.36,1.43,Kepler-68,5,2
2023,Spitzer,Kepler-373c,4.74,43.12,Kepler-373,4,1
2010,TESS,TOI-183d,1.56,4.09,TOI-183,5,1
2015,Spitzer,TOI-410b,3.0,7.44,TOI-410,1,1
2013,Spitzer,Kepler-313d,3.51,39.0,Kepler-313,8,2
2020,Hubble,TRAPPIST-209e,0.55,40.28,TRAPPIST-209,7,1
2020,TESS,TRAPPIST-115b,0.79,33.4,TRAPPIST-115,8,2
2010,Spitzer,TOI-505b,2.88,7.9,TOI-505,6,2
2017,Kepler,Kepler-271f,1.6,19.18,Kepler-271,6,2
2011,TESS,TOI-455e,1.45,29.99,TOI-455,6,2
2013,Hubble,LHS-699d,3.83,23.55,LHS-699,3,2
2015,Hubble,Kepler-672b,2.72,8.02,Kepler-672,4,2
2019,Spitzer,Kepler-836d,1.1,2.87,Kepler-836,2,1
2013,Kepler,LHS-806f,4.41,31.81,LHS-806,8,2
2024,Ground,LHS-6e,1.49,7.17,LHS-6,6,2
2017,Spitzer,TOI-440d,3.46,48.11,TOI-440,6,1
2016,TESS,HD-857e,4.39,41.68,HD-857,5,2
2015,Kepler,TRAPPIST-969b,4.08,12.97,TRAPPIST-969,3,1
2024,Kepler,LHS-390e,1.66,0.83,LHS-390,1,2
2022,Ground,WASP-398b,4.94,25.49,WASP-398,1,2
2014,TESS,HD-889e,2.48,25.71,HD-889,7,2
2010,Spitzer,TOI-42b,2.97,23.99,TOI-42,4,1
2024,Ground,TRAPPIST-744f,3.43,41.17,TRAPPIST-744,1,1
2015,Kepler,TOI-322c,1.24,6.16,TOI-322,1,1
2022,Spitzer,Kepler-699b,3.93,11.73,Kepler-699,4,1
2016,Kepler,LHS-540e,4.25,22.06,LHS-540,5,2
2022,Hubble,TRAPPIST-237e,4.08,37.46,TRAPPIST-237,8,1
2021,Ground,WASP-357c,4.8,1.27,WASP-357,3,1
2014,TESS,Kepler-704f,1.81,35.75,Kepler-704,7,1
2016,TESS,TRAPPIST-622e,1.3,19.08,TRAPPIST-622,1,2
2010,James Webb,TOI-892e,2.04,31.47,TOI-892,5,2
2017,Hubble,LHS-856e,1.06,8.53,LHS-856,6,2
